CGPA,GRE_Score,TOEFL_Score,Research_Papers,Mini_Projects,Internships
9.385809166938072,332,117,3,2,1
6.50995464932793,267,84,4,5,2
7.589149162241469,329,87,0,4,3
9.189181463118214,300,113,3,3,1
6.599669709395095,327,91,3,5,2
6.9170055809305655,272,117,3,2,1
8.889010273572264,308,80,2,4,2
8.880146146184298,319,110,1,5,1
8.564590531541189,261,83,0,4,2
8.775793777868401,319,84,4,2,1
8.170897773390385,264,109,4,5,2
7.007196235627811,303,103,1,2,1
7.382783974015678,286,82,3,1,3
6.726390867205703,291,90,0,2,3
9.633802245334513,280,83,4,4,0
8.333567179064481,267,105,4,3,2
7.60340566705456,331,106,3,2,1
7.84802321457653,309,106,1,3,2
9.78913335844726,326,85,0,1,3
6.613405612464321,303,94,1,5,2
8.344919328067189,317,109,1,5,1
8.023554715537864,262,116,0,3,2
8.445816941738592,329,116,0,5,1
6.072440735283362,261,116,4,2,3
9.488495635776605,303,114,4,3,3
9.72847312993445,261,102,0,4,3
8.260532734356836,294,85,2,2,0
8.786603295507568,289,83,4,2,3
9.689997524709183,267,97,2,2,2
8.828954537253594,281,88,0,4,0
6.610156171657046,303,108,4,1,3
8.305153440667253,317,92,1,5,2
8.426860185531424,295,96,0,3,2
7.696522685209544,328,111,3,1,2
8.945776942498892,336,101,2,3,1
9.73746805907606,290,83,0,5,0
9.702274051627105,306,84,0,4,2
7.803357485616528,314,116,4,2,1
6.452952183363021,339,92,4,2,3
9.939364795849338,321,113,4,4,2
9.355592345783737,289,101,3,1,1
6.498650724813068,314,102,4,1,2
9.68336753046949,275,82,0,3,0
9.479585448248514,271,113,4,4,0
8.075352228504288,276,111,1,1,3
8.365101742979718,275,100,4,4,2
7.596010815480521,271,100,3,5,1
6.219046555288125,267,90,1,2,3
7.340788966583604,262,118,0,2,2
9.211413794392046,275,83,0,2,3
6.018528092018411,289,80,2,4,1
7.333996686764577,282,107,1,4,3
7.592674774363774,264,103,2,3,3
8.149582411751691,324,114,1,2,3
9.679422465651042,289,92,1,3,2
7.385383977463845,280,113,3,2,1
7.387812807584911,329,90,2,3,0
8.950004992438993,281,115,3,3,2
7.808871763559228,331,96,1,5,0
6.898419291759928,291,114,0,3,0
7.809758064530774,292,97,1,4,2
6.563428081519199,275,119,3,3,2
6.705547946024893,335,101,2,2,1
7.993471090957919,297,103,2,3,1
7.675701798018192,273,98,3,1,3
9.6593836042724,295,116,2,2,0
7.4495755964665324,282,118,4,1,1
8.322353401112174,325,100,0,2,3
8.52905715167812,261,87,0,4,1
6.052377826353334,332,107,0,4,2
8.654149488066842,324,84,2,4,1
6.712143867479005,334,96,2,1,0
9.84428126987782,326,116,1,5,1
6.594650911012452,311,115,1,2,0
7.6584964949080945,321,98,0,4,2
6.341398672314575,282,106,4,2,0
9.987497007383789,285,113,1,1,1
8.00878004132497,327,90,1,5,3
8.381540069280176,314,91,2,1,2
6.26830590955371,265,100,4,2,1
8.999841881596712,294,90,0,5,2
6.839622372382343,281,118,1,5,2
9.592217157762855,302,107,4,1,1
6.820558561928029,274,84,4,4,1
6.762750882654666,319,96,0,2,3
6.14619867139238,271,99,4,3,2
7.888267780439997,308,91,4,3,2
8.259364533050466,301,85,4,1,1
6.2628345577134095,297,96,1,2,0
9.102110466780042,304,98,0,2,1
7.813155338992111,294,105,4,1,2
8.09756107731032,289,111,4,2,1
7.763050987752912,289,85,1,4,3
7.603052243501304,337,115,0,1,0
8.238561325232872,265,117,2,4,1
6.62096098372285,326,90,1,2,3
6.7277125219810845,339,112,0,1,2
9.44714248405407,266,103,4,2,1
9.78446184853453,311,102,0,1,2
7.493237265119012,273,94,0,2,3
7.0829786925742155,332,106,0,4,2
8.575998172956062,274,90,2,4,3
7.634936684392386,280,96,0,2,3
6.1015454226413794,294,93,2,1,3
6.624610389464761,325,106,4,3,1
8.863888915389591,261,97,2,4,2
8.635695767640605,294,107,4,4,2
6.108383970013934,337,83,4,3,0
6.887888647731797,279,86,2,2,0
6.924299186352286,269,114,1,1,0
8.687570974394914,284,88,3,2,0
6.078842151017456,325,87,0,5,2
6.416434327938296,284,96,3,4,3
9.199664341492758,313,96,0,5,3
6.7141786482173345,292,112,0,4,1
8.610984431407498,295,111,4,4,3
6.952731124186906,273,87,0,5,2
6.397765571037381,324,98,0,5,2
6.972688763997816,339,117,2,2,2
8.889067727422637,313,82,3,5,1
9.422785872425143,311,84,2,2,0
9.320879458267967,262,92,0,2,3
7.58873411847382,300,110,4,2,2
8.672340546282584,265,95,2,4,2
6.819937181663284,284,111,2,4,0
7.172590921044053,272,101,1,5,2
9.58534327408448,267,108,0,4,3
6.052007694042944,280,101,4,5,1
6.342034123417872,327,82,2,4,2
6.831545020584109,284,89,2,1,3
6.106128815495278,338,100,4,1,2
6.725741740359189,327,95,0,5,0
8.332166243878769,304,91,1,4,2
7.685698202369991,319,81,2,4,2
9.5706868443079,271,103,1,2,1
9.269774246953764,291,114,3,3,0
7.367269406791504,272,109,0,5,0
7.03769373372517,290,109,3,3,1
7.518769632669068,337,114,3,3,2
8.36117977005923,279,98,3,5,3
7.072254563291505,277,87,0,4,0
8.496595631396536,319,105,0,5,0
7.637646608764962,322,119,4,3,2
8.208188723407922,265,86,1,4,2
7.744506116541267,291,109,1,1,0
7.17786303816767,302,86,4,5,2
9.793813227848627,261,82,4,5,3
9.054423176639043,319,80,3,4,0
6.56045270306581,282,115,4,1,3
9.47387190359165,290,104,2,1,3
7.949724792998055,264,116,1,4,2
9.578208907576366,293,80,4,2,3
9.199421023789261,269,94,2,5,2
7.700854017876933,261,116,2,5,1
6.08987723328047,270,92,2,3,2
7.074709437539784,309,119,2,4,3
8.166536858643468,290,87,3,3,1
8.533912879304589,315,84,2,3,2
7.03155074173281,338,88,3,1,3
6.5574242962912965,332,80,3,5,0
9.339720947197197,268,115,2,3,0
9.937608722814208,280,114,1,1,2
8.102760729210743,332,81,2,4,2
6.6867171433932135,287,119,2,3,0
7.089229306077476,321,102,2,5,3
6.0735627061898665,266,88,1,3,3
9.657195226241996,339,113,0,4,3
6.4710043315605645,275,93,0,3,2
8.306065902057014,263,83,3,5,1
7.096220882748824,263,109,3,1,1
8.216712010063173,299,110,1,5,1
8.605681553407457,276,117,4,1,1
9.318967214828806,311,90,0,2,1
6.825685087042412,311,114,3,5,2
6.0439833146339215,295,87,0,5,2
6.547542520275229,297,82,1,4,1
9.60007456739242,309,93,1,3,2
9.495560310250061,322,92,4,1,2
8.389652408681233,322,111,4,1,1
8.402067441734614,321,113,1,4,3
8.660146698185022,266,98,3,4,2
6.701485114493798,286,117,0,3,3
9.65764778369984,273,95,2,3,2
7.675082099568293,330,81,4,5,2
7.53255411299799,264,119,2,2,1
8.07567082113135,314,96,3,3,2
6.18786386710022,261,113,4,4,0
6.665133475024318,321,95,2,3,0
8.952134465705482,280,117,3,1,1
6.331194671700506,338,81,0,2,3
8.412608437865552,280,81,3,5,3
6.981396438725284,269,105,4,1,3
7.557182456167906,317,92,1,1,0
7.1547749470827995,298,110,0,2,3
7.4226908658597965,264,113,2,5,3
8.876183620736981,324,118,4,4,1
7.1884868624927005,272,82,1,5,3
8.265618561187589,312,87,3,3,0
7.904201608796399,304,102,1,1,0
8.654684661450592,291,93,4,3,0
9.747318957299033,295,106,4,4,1
8.930288388841001,319,108,1,3,1
6.8597615143630275,270,118,3,5,2
6.124732540245139,322,118,1,3,3
7.049056177199301,280,80,4,4,1
8.38031172280102,311,96,4,4,0
6.205703253937001,314,109,2,4,0
7.985464988804946,285,92,2,5,1
8.387371395667557,327,100,0,4,1
7.336975563267844,293,98,4,1,1
9.083648814983288,311,98,2,4,2
6.426393012535087,311,104,1,3,0
6.300551126943235,288,101,3,3,2
8.912755024814413,297,110,1,3,2
7.981965264824794,301,96,3,5,3
8.753609585710944,280,102,2,3,0
7.739309354414985,301,111,0,5,0
6.985608132956427,272,89,1,5,1
9.2764092706968,323,89,1,4,1
9.197663515875917,276,115,1,1,3
8.778785883417708,268,87,3,4,2
7.08858054891985,300,99,2,4,1
8.360922667476348,260,111,1,5,1
7.443895587760107,261,93,1,5,0
6.366328293306537,319,107,0,3,0
9.669254301848971,307,103,0,3,1
6.547274523675846,288,94,2,4,0
9.80094941528321,269,101,2,2,3
7.784023091831823,317,109,4,2,1
